name,Company,Address,Link,Content,Update
Asp.net MVC工程師,美台華德科技股份有限公司,台北市松山區復興北路191號7F之2,http://www.104.com.tw/job/?jobno=2nd5g&jobsource=n104bank1,1.2年 以上 ASP.NET 開發經驗2.1年 以上 ASP.NET MVC 開發經驗3.熟悉SQL Server語法4.熟悉前端Javascript /jQuery5.具備 LINQ / Lambda 經驗者尤佳6.具獨力開發能力／經驗7.具積極進取.負責.敬業樂群.團隊合作.能配合公司規定.,2018-06-06
資深網路工程師,星宇航空股份有限公司,台北市內湖區南京東路六段382號,http://www.104.com.tw/job/?jobno=5z0tf&jobsource=n104bank1,1.雲端平台系統及網路維運管理2.ELK、Splunk日誌管理工具規劃管理3.SDN(Software Define Network)、IaaS(Infrastructure as a Service)導入規劃管理4.網路管理自動化相關程式開發5.機房、網路設備、AD、郵件及通訊系統維運管理,2018-05-28
韌體工程師 Firmware Engineer,欣技資訊股份有限公司,台北市大安區敦化南路二段333號12樓(國泰敦南商業大樓),http://www.104.com.tw/job/?jobno=41owy&jobsource=n104bank1,"條碼、RFID產品、製程管理及生產資料收集系統之韌體維護與開發, 主要內容為1.信號處理及自動辨識演算法 2.驅動程式移植及次系統研究(排程器, 通訊函式庫, 檔案系統, …) 3.該工作會接觸到以下技術 Barcode, RFID, MCU(ADC, I2C, SPI, UART, USB, SDIO,…), RTOS, Linux , WIFI, Bluetooth, TCP/IPEmbedded system firmware maintenance and development: 1. Signal processing and Auto-ID algorithm. 2. Driver porting and sub-system research (i.e. scheduler, communication stack, file system, ...). 3. Following technologies will be studied: Barcode, RFID, MCU(ADC, I2C, SPI, UART, USB, SDIO,…), RTOS, Linux , WIFI, Bluetooth, TCP/IP",2018-06-05
.NET軟體工程師(T45),關貿網路股份有限公司,台北市南港區三重路19之13號6樓(115),http://www.104.com.tw/job/?jobno=4ftgb&jobsource=n104bank1,1. 負責WEB系統設計、程式開發及維護工作。2. 撰寫系統文件。,2018-04-30
Java軟體工程師(T46),關貿網路股份有限公司,台北市南港區  (南港軟體工業園區),http://www.104.com.tw/job/?jobno=5zldy&jobsource=n104bank1,1.系統設計、開發與維護工作。 2.客戶專案系統建置及維護相關工作。,2018-05-16
客服工程師(台北),季河資訊股份有限公司,台北市信義區基隆路二段133號7樓,http://www.104.com.tw/job/?jobno=3bbdo&jobsource=n104bank1,除了電腦硬體外，還想學系統！ 除了整天坐在辦公室，還想出去走走！那麼這個職缺滿足了想要多方學習接觸的您 主要工作內容如下：1.基本電腦硬體檢修2.電腦週邊設備維護3.網路連線問題排除4.協助客戶操作系統5.POS系統上線駐點 必備能力：１.能良好溝通，清楚的表達自己的意思２.能獨立作業，具基本電腦檢修能力（至少半年以上電腦與週邊的維修經驗）,2018-06-05
系統維護工程師,訊維科技股份有限公司,台北市松山區南京東路5段34號11樓,http://www.104.com.tw/job/?jobno=4ee1c&jobsource=n104bank1,(1)企業資訊與網路系統架設維運與維護服務(2)防毒系統管理(3)伺服器系統、備份、還原、優化等服務(4)網路防火牆設備安裝與維護服務(5)需配合至客戶端協助維運處理(6)航空票務應用軟體的安裝與維護,2018-06-05
SM2117 AI/.Net C#軟體工程師 Software Engineer,建騰創達科技股份有限公司,台北市內湖區堤頂大道二段407巷20弄1號7樓  (內湖科技園區),http://www.104.com.tw/job/?jobno=5katp&jobsource=n104bank1,職務範圍（Job Description）工作內容 1. 智能機器人助理研發 (Smart robot assistant development)2. 大數據分析及機器學習系統研發 (Big data analysis and machine learning systems development)3. 響應式網頁設計與執行 (Website development with responsive design)4. 應用軟體研發 (Application software development)5. 系統框架工程和資料庫優化 (Framework engineering and database optimization)6. SEO 企劃與執行 (SEO techniques implementation),2018-06-08
網頁設計工程師,兆源股份有限公司,台北市大安區光復南路72巷73號3樓,http://www.104.com.tw/job/?jobno=5fjns&jobsource=n104bank1,1. 有開發Web程式二年以上經驗。2. 對證券、期貨商品等金融市場有興趣或有相關工作經驗優先錄取。有 HTML5 工作經驗優先。,2018-06-02
資深工程師(.NET),佳綸生技股份有限公司,台北市大安區芳蘭路49號,http://www.104.com.tw/job/?jobno=5eewf&jobsource=n104bank1,程式開發、系統分析規畫、單元測試、邏輯流程規劃、相關開發文件撰寫,2018-06-08
Internet前端工程師,宇萌數位科技股份有限公司,台北市南港區三重路19之11號3樓  (南港軟體工業園區),http://www.104.com.tw/job/?jobno=3xlic&jobsource=n104bank1,"工作內容 :RWD網頁設計(PC & mobile)Ajax應用開發(熟悉XML, JSON資料結構)基本條件 :熟悉HTML(5), CSS(3), Javascript優先錄取 :熟悉jQuery,AngularJS,Bootstrap框架",2018-06-08
軟體工程師,安聯智能科技有限公司,台北市信義區忠孝東路五段482號10樓,http://www.104.com.tw/job/?jobno=67iie&jobsource=n104bank1,"軟體專案主管1.領導團隊進行現有軟體之測試與驗證。2.管理整個軟體開發專案之流程（如：前置規劃、流程分析、解決方案評估、系統分析、系統設計、系統開發、資料驗證、系統測試、使用者測試）。3.了解相關單位對於資訊化之需求，思考合適之解決方案，協助整體資訊之發展與應用。4.進行專案過程中必要之溝通協調工作。5.負責專案風險之管理與排除。 軟體設計工程師1.負責軟體之分析、設計以及程式撰寫。2.規劃執行軟體架構及模組之設計，並控管軟體設計進度。3.進行軟體之測試與修改。4.規劃、執行與維護量產的產品。5.協助研發軟體新技術與新工具。6. 追求新知, 有工作熱忱, 不怕困難, 團隊合作. * 具AWS, Web Application, iOS, Android, React Native經驗佳",2018-05-29
Java系統工程師,VTeam Financial Technology Service Corp._天逸財金科技服務股份有限公司,台北市士林區後港街100號3樓,http://www.104.com.tw/job/?jobno=3g6sz&jobsource=n104bank1,- 建置系統執行環境- 安裝及設定使用者端環境- 依據系統規格開發程式- 依專案管理計畫書規範，完成系統開發工作- 協助線上問題處理 *Java程式開發經驗者*具SCJP或SCWCD證照尤佳*需具數字概念，有金融相關知識尤佳,2018-06-04
FinTech Java 系統工程師,VTeam Financial Technology Service Corp._天逸財金科技服務股份有限公司,台北市士林區後港街100號3樓,http://www.104.com.tw/job/?jobno=4tws2&jobsource=n104bank1,- 建置系統執行環境- 安裝及設定使用者端環境- 依據系統規格開發程式- 依專案管理計畫書規範，完成系統開發工作- 協助線上問題處理,2018-06-04
JAVA 資深程式開發工程師,藍科數位科技股份有限公司,台北市內湖區行愛路151號3樓之3,http://www.104.com.tw/job/?jobno=3jqeh&jobsource=n104bank1,Java Web應用程式開發1. 需懂 OODP、熟悉 Spring (MVC、Data) 框架2.需懂關聯式資料庫基本操作與設計(oracle、mysql)3. 需懂 JUnit 、postman、soapui 等測試框架及工具4.具 Spring boot、restful、web service(soap) 開發經驗者由佳,2018-06-06
資深網站研發工程師,益科股份有限公司,台北市信義區基隆路二段51號6樓之4（信義線世貿站附近）,http://www.104.com.tw/job/?jobno=4ayfr&jobsource=n104bank1,JD：* 開發線上智慧家庭服務網站及軟體授權系統。Requirement:* 熟悉 Ruby 及 Rails 。* 熟悉 MySQL 或 PostgreSQL 資料庫設計。* 熟悉版本控制 (如 Git)。* 兩年以上工作經驗。Extra:* 有大型服務或 AWS 平台開發經驗。,2018-05-21
軟體設計工程師,浩富集團_浩富浩華聯合會計師事務所,台北市松山區敦化北路260號2樓,http://www.104.com.tw/job/?jobno=407rt&jobsource=n104bank1,1.執行軟體系統設計2.內部系統程式開發3.系統測試,2018-06-06
網路管理工程師,愛迪斯科技股份有限公司,台北市內湖區民權東路六段160號11樓之3,http://www.104.com.tw/job/?jobno=60c9t&jobsource=n104bank1,1. 配置和維護電腦、網路設施和電腦附屬硬體等設備。 2. 具備良好的電腦系統硬體、軟體、電子郵件、網路和相關設備的綜合問題解決能力。 3. 具有網路概念、架設、維運相關知識，能對一般區域網故障進行分析、判定與排除異常。 4. 具備良好的資訊系統規劃和管理能力。5. 機房規劃及管理,2018-06-04
網站前端工程師,小玩子數位科技有限公司,台北市內湖區堤頂大道二段205號8樓,http://www.104.com.tw/job/?jobno=5nntd&jobsource=n104bank1,1、網站程式設計與開發2、系統架構分析與設計3、系統建置與營運,2018-06-08
系統維運工程師,統一企業集團_統一資訊股份有限公司,台北市內湖區陽光街246號6樓,http://www.104.com.tw/job/?jobno=2ydyt&jobsource=n104bank1,1.負責公司內部AP Log分析系統的相關程式開發與系統維運。2.撰寫AP Log分析系統相關技術文件。3.協助其他同仁使用或操作AP Log分析系統。4.研究與應用相關技術以持續優化AP Log分析系統。5.需配合專案駐點。,2018-05-07
前端工程師,OhMyFood吃吧 大數據美食平台_拓熙股份有限公司,台北市大安區信義路4段265巷31弄12號,http://www.104.com.tw/job/?jobno=4kjpf&jobsource=n104bank1,"* 開發多頻與多媒體平台網站介面與前端程式(jQuery/jQuery Mobile)撰寫, 並須能與後端資料銜接* 熟悉HTML5 / jQuery / jQuery Mobile / CSS3* 介面操作流程設計與介面架構規劃 * 介面Wireframe設計製作 * 視覺介面mockup設計製作 * 視覺創意介面設計製作* 網站/行動應用介面 prototype製作 * 數位行銷相關設計製作(event/web site、banner…)* 數位行銷視覺創意發想 * 設計專案排程及品質控管、團隊管理* 具行動應用介面設計經驗 (iOS/Android/mobile web) * 具與工程人員協做經驗* 熟悉使用性與使用者體驗設計原則 * 熱愛行動應用與懂得觀察使用者行為佳* 懂後端語言者尤佳",2018-06-07
SIEM系統工程師,中華資安國際股份有限公司,台北市中正區杭州南路一段26號8樓,http://www.104.com.tw/job/?jobno=60n64&jobsource=n104bank1,1、SIEM平台建置、規劃與維運。2、網路設備與系統日誌收容。3、資訊系統主機管理與維護。4、儲存設備管理及備份工作。5、資訊安全管理工作。6、虛擬化平台管理。7、協助外部專案系統規劃、建置工作。,2018-06-11
服務工程師(北區),數位聯合服務股份有限公司,台北市中正區八德路1段5號3樓之2,http://www.104.com.tw/job/?jobno=3654e&jobsource=n104bank1,1.電腦系統組裝與維護2.Windows Server安裝架設與維護3.防火牆與網路設備安裝設定4.分析與解決客戶端資訊相關問題5.客戶端資訊環境規劃與諮詢服務,2018-04-20
資安系統工程師,中華資安國際股份有限公司,台北市中正區杭州南路一段26號8樓,http://www.104.com.tw/job/?jobno=64b76&jobsource=n104bank1,1、資訊系統主機管理與維護。2、儲存設備管理及備份工作。3、資訊安全管理工作。4、虛擬化平台管理。5、協助外部專案系統規劃、建置工作。6、網路設備與系統日誌收容。,2018-06-05
軟體開發工程師（Java Application Developer）,台灣雲保科技有限公司,台北市信義區市民大道六段288號(松山火車站大樓),http://www.104.com.tw/job/?jobno=5vjle&jobsource=n104bank1,"Required Qualifications:  ‧ 具J2EE應用系統開發經驗能力，熟悉Spring Framework、Java EE及ORM相關技術等(如Hibernate, JPA)。 ‧ 熟悉前端網頁相關技術，如HTML/HTML5/Java Script/CSS。 ‧ 具各方面Web應用程式開發的經驗。 ‧ 具備很清晰的物件導向、設計模式及模組化服務等觀念及知識。 ‧ 對於SQL、關聯式資料庫及資料模型設計等有清楚的了解及認識。 ‧ 具優秀的溝通技術、組織能力及解決問題及良好的職業道德。 ‧ 歡迎無工作經驗及剛畢業的優秀年輕人 ‧Familirar with J2EE based distributed applications. ‧Experience with Front End technologies/frameworks is required, such as: HTML, HTML 5, JavaScript, CSS, etc. ‧Experience with all aspects of web application development ‧Strong conceptual knowledge of Object Oriented programming, Design Patterns and Modular Services. ‧Strong hands-on experience with Java EE or spring framework ‧Strong experience of one or more ORM technologies (like Hibernate, JPA, or similar) ‧Good understanding of SQL, relational database modeling and design ‧Self-motivated with Excellent analytical, communication, organizational and problem-solving skills coupled with a strong work ethic",2018-06-08
軟體開發工程師,明門實業股份有限公司,台北市內湖區瑞光路433號10F  (內湖科技園區),http://www.104.com.tw/job/?jobno=8lr&jobsource=n104bank1,1.負責企業內各部門管理系統開發與維護2.分析使用者需求，設計與開發符合使用者需求之系統軟體3.Web／視窗／企業APP各平台應用系統開發與整合4.EIS／BI系統建置,2018-05-30
程式開發工程師,玉山銀行_玉山商業銀行股份有限公司,台北市中山區撫順街41巷13號,http://www.104.com.tw/job/?jobno=5y82r&jobsource=n104bank1,歡迎大學、研究所數理資訊相關系所畢業。有志從事：*參與系統設計、程式撰寫及單元測試工作*參與系統功能及整合等測試工作*熟悉Java、ASP.NET、C/C++者佳,2018-06-06
軟體開發工程師,益群創意股份有限公司,台北市信義區信義路,http://www.104.com.tw/job/?jobno=5wvxy&jobsource=n104bank1,負責[OESI]營運系統優化暨整合案專案系統設計及開發工作。,2018-06-11
.NET工程師-高雄,元赫科技股份有限公司,台北市中山區,http://www.104.com.tw/job/?jobno=67gdn&jobsource=n104bank1,"1、一年以上C#.NET/ASP.NET/VB.NET獨立開發能力/經驗(具專案管理、系統分析相關經驗尤佳)2、具備資料庫設計能力，熟悉MS SQL Server, Oracle, My SQL等資料庫(擇一)，需具備網頁開發相關技術，Ajax、Java Script、CSS、HTML等，熟作業系統：LINUX、Windows Server3、具備基本系統分析能力，可以針對專案需求作系統分析。",2018-05-29
數據智能工程師,新鼎系統股份有限公司,台北市南港區,http://www.104.com.tw/job/?jobno=68er9&jobsource=n104bank1,"1. 具備統計基礎知識(相關統計檢定使用時機等)2. 瞭解machine learning 常用演算法並有實際應用經驗(Descision tree, Random Forests, SVM, KNN, Kmeans,..)3. 具有基礎Linux 指令操作經驗4. 具有大數資料庫建置, 管理與維運經驗尤佳5. 協助資料研究與數據分析過程中所需要的數運算與ETL設計,規範制定與資料萃取6. 開發集團總部大樓智能化應用項目7. 具專案管理,或資料分析專案管理經驗尤佳",2018-06-08
APP專案工程師(IOS),新堡科技股份有限公司,台北市內湖區行愛路128號2樓,http://www.104.com.tw/job/?jobno=4atiw&jobsource=n104bank1,1.APP程式設計開發(iOS/Android)2.導入第三方lib使用3.WebService接入4.APP資料庫管理,2018-06-04
資安工程師,好好投資科技股份有限公司,台北市信義區松德路１６１號２樓之2,http://www.104.com.tw/job/?jobno=646hc&jobsource=n104bank1,【好好技能】1.具深度資訊安全經驗。2.能構建/部署/維護安全控制，儀器和檢測基礎架構。3.有資安設備政策規劃及調整經驗。4.懂日常資安檢測作業的執行、資安事件處理、調查和修復。5.有對攻擊者紀錄和進行架構深入研究，以預測和預防未來攻擊能力 。6.對AWS服務和體系結構有深刻的理解 【好好嚴選】我們正在找人，但尋志同道合，寧缺也不願濫選！我們不只找員工，更覓共同打拼的事業夥伴，雖是新創公司，但福利絕對優於上市公司。 您應該看得出，我們不同一般公司更認真仔細地徵才，注重每個環節，這是我們做好一件小事的標準，我們是站在世界金融科技風口的團隊，也是「79%」一定會成功的新創公司！這剩下「21%」的不確定，等待優秀且舉足輕重的您來為我們補足，如您只是帶著打工的心態，請不要來！如希望找到環境好，福利佳，能力快速成長的公司，歡迎您來試試看。 【好好認識】好好投資科技是新創公司，也是一個築夢踏實的年輕團隊(但我們的志氣大到將會翻轉生態) 公司產業正是目前站在風口的金融+科技 (Fintech)領域，現正開發一個很有趣且特別的投資理財平台，第一版已上線測式中 www.howinvest.com 我們對於金融遇見科技的未來有著具體想像，即將運用人工智慧打破投資的專業門檻，改變傳統理財顧問與投資人的互動方式，我們要讓最需要理財的小資族，用非常簡單的方式直覺性投資！ 公司創始成員由來自金融實務界資深銀行家與外資證券老總的發起，工程團隊從前端、後端、資料庫、演算法工程師都是新世代創客。 【好好徵才】(以下五項前提，任一未具備者勿投履歷)1.對有金融科技有興趣與熱情，想參與最夯的金融科技專案。(您現在不需很懂金融，但要有興趣) 。2.注重細節及使用流程，能從使用者角度思考。3.對 Web、Mobile Web開發、新技術開發具高度興趣及熱忱。4.具主動、獨立作業與思考能力、執行能力強、勇於跳出框架思考的能力。5.能有良好溝通表達能力、擇善不固執及團隊精神。 【好好選擇】1.我們重視工作氣氛，在這講求團隊互助合作， 鼓勵主動提案改善，不墨守成規，打造活力無限、笑聲不斷、樂在工作的熱血團隊。2.我們重視技術人才的培育與職涯發展，提供內部技術交流學習、外部訓練課程(公司出資)，透過不同階段工作安排與規劃，工作輪調機制，培育各領域儲備人才，讓每位員工擁有個人發展舞台與空間。3.我們重視員工生活，公司提供內外部各項參與社團活動、旅遊補助、電影欣賞等，讓您在工作之餘，可以安排個人休閒娛樂，享受工作，樂於生活。4.內部環境自由，可自由參與其他大數據、Python、資料庫等學習，不斷增加能力。 【好好薪資】我們願意提供高於一般行情的薪酬，給具價值的您，確切薪資於面試時，將依實際能力/作品/經驗進行為最終核定，工作年資對我們不是非常重要。,2018-05-23
APP開發工程師,富連網股份有限公司,台北市內湖區基湖路32號3樓,http://www.104.com.tw/job/?jobno=661w3&jobsource=n104bank1,1.負責APP開發、維護、測試、上架、效能優化2.使用Java開發Android APP3.使用Objective-C或Swift開發iOS APP4.開發Json格式之API以呼叫IoT後台,2018-06-05
【薪優 福利佳】Sr. web前端工程師,博發科技有限公司,台北市內湖區基湖路1號8樓之1,http://www.104.com.tw/job/?jobno=546ei&jobsource=n104bank1,"我們正在找你！如果你是個擁有多年 Web 開發經驗的工程師，喜歡研究各種新的網頁技術，RWD、Vue.js、HTML5 等等也只是你的基本技能之一，你想引用新一代的 Web 前後台技術做一些可規模化的平台架構，那麼這會是你要找的工作。 博發科技(Gamefortune)，具備良好的發展潛力和完善的組織制度，倚重台灣領先全球的研發技術專長，持續網羅優秀的資訊研發人才，期許成為頂尖IT服務供應商，協助客戶解決高端系統服務需求，並和客戶建構緊密的夥伴關係。 我們是熱情的科技研發團隊，分享我們對資訊研發的熱愛及專業，也幫助自己成就一份事業，歡迎積極主動的您加入我們的團隊。------------------------------------------------------------- HR抱著既期待又怕受傷害的心情 期待著前來面試的你們,如有臨時更改(取消)面試時間 麻煩撥打電話告知喔!!!(HR每天行程滿滿滿,怕會漏掉104信件) ------------------------------------------------------------------  好到驚豔的公司福利: ★彈性上下班制度，讓還想睡的你可以在家再爽一下。★優於勞基法特休天數+不扣薪病假3天，讓你工作休息平衡。★每月部門聚餐+慶生會，讓你徜徉在愉悅歡樂的工作環境中。★年度尾牙，讓老闆來犒賞你一年來的辛勞。★免費飲品/零食盡情享用，不怕你吃，只怕你忘記去運動。★無限供應咖啡，讓你精神滿滿滿，充滿戰鬥力。★中秋端午禮金+年終獎金，讓你累積第一桶金。★各項補助，讓你衝刺無後顧之憂。★每季免費電影票，讓你自選想見面的影星。★員工旅遊，讓你適時放鬆，寵愛自己一下。 ★級數爆表的辦公環境(新的辦公室裝潢、冰箱、高級飲水機、微波爐、烤箱....)",2018-06-11
C#開發工程師_7334,和碩集團_和碩聯合科技股份有限公司,台北市北投區立功街96號,http://www.104.com.tw/job/?jobno=63m68&jobsource=n104bank1,"1.與國際大廠開發B2Bi 相關專案及管理相關系統及流程 (處理XML, EDI, RosettaNet,Json格式轉換)2.網頁系統設計與開發及管理(使用C#及Ext.Net framework)3.開發及維運.Net的監控程式(Windwos Console & Form)及報表程式 (使用C#為主)",2018-06-07
.Net程式設計工程師(台北),全景軟體股份有限公司,台北市中正區博愛路150號5樓,http://www.104.com.tw/job/?jobno=7ku&jobsource=n104bank1,1. 熟悉C#、.NetFramework，並具備開發階層式網站經驗者 2. 熟悉Microsoft Visual Studio 開發工具 3. 熟悉Microsoft SQL 資料庫開發,2018-06-08
ASP.Net 後端工程師,艾普拉斯數位顧問股份有限公司,台北市大安區敦化南路一段205號6樓605室,http://www.104.com.tw/job/?jobno=33eev&jobsource=n104bank1,1.  使用 ASP.NET MVC (C#) 開發網站。2.  熟悉 MS SQL Server 資料庫操作與 T-SQL語言。     (會 Entity Framework、LINQ 尤佳)3.  對撰寫優秀的程式碼有高度熱情。4.  邏輯能力強，能快速學習並運用新技術。5.  Team Work 開發模式。6.  對規劃更友善的系統懷抱熱情，對系統設計具有想像力及創造力。 備註：歡迎資訊相關科系應屆生。,2018-06-07
通信工程師(Z04),神通資訊科技股份有限公司,台北市內湖區,http://www.104.com.tw/job/?jobno=619jz&jobsource=n104bank1,1、協助客戶規劃電信相關設備；2、電信交換機安裝；3、電信交換機維護；4、客戶常態性報修。,2018-06-02
軟體工程師(ES),宜眾資訊股份有限公司,台北市南港區園區街3-2號10樓之2,http://www.104.com.tw/job/?jobno=5x6e6&jobsource=n104bank1,1.APP 軟體專案與產品開發。2.標案規格書協作。,2018-06-06
系統開發工程師,宏遠證券股份有限公司,台北市大安區信義路四段236號5樓,http://www.104.com.tw/job/?jobno=5xg2r&jobsource=n104bank1,1.公司內部自行開發之資訊應用系統開發與維護(1人)。2.公司財會及其他應用系統開發與維護(1人)。,2018-05-31
Java 軟體工程師,台灣用友資訊軟體有限公司,台北市中山區復興南路一段2號4樓,http://www.104.com.tw/job/?jobno=66y5x&jobsource=n104bank1,1、按照產品開發規範，執行開發任務； 2、設計系統介面，編寫介面業務邏輯及相關文檔； 3、與SA/SD溝通Program Spec.，進行專案或內部系統開發。,2018-06-08
資深前端工程師 Senior React.js Frontend Developer(資訊本部),東南旅行社股份有限公司,台北市中山區中山北路二段60號,http://www.104.com.tw/job/?jobno=5tnd5&jobsource=n104bank1,"與產品企劃,系統架構師及設計師及後端工程師合作打造前端界面 熟悉跨瀏覽器開發及跨裝置相容性設計 有學習及研究新技術的熱忱 持續改善及優化網站 RWD網站製作",2018-06-05
新光人壽-客群資料探勘分析專案經理/襄理,新光金融控股股份有限公司(新光金控/新光人壽/新光銀行/新光投信),台北市中正區忠孝西路一段66號,http://www.104.com.tw/job/?jobno=5nx2c&jobsource=n104bank1,•企劃客戶資料經營，建立及維繫多樣化的客戶資訊收集渠道，並爲單一客戶樣貌的建構提供數據管理指引（數據用途、定義設定、治理方法、資料維護）•依據資料演算與分析需求，建構所需要的資料處理流程與數據模型，根據實際業務調整資料模型•善用自動化的方法處理資料，熟悉大量資料處理與分析，使數據分析與應用產品化•進行各種數據追蹤和分析，針對商業問題提出數據產出、評估與應用，並持續優化與修正。建立準確的經營管理成效衡量指標，提供客群經營洞察經營數據•指導新進及資淺同仁，以提升團隊資料探勘專業能力,2018-06-11
資安技術工程師,數聯資安股份有限公司,台北市內湖區瑞光路218號2樓,http://www.104.com.tw/job/?jobno=2x79x&jobsource=n104bank1,1.資安設備維護2.資安設備政策規劃及調整3.資安事件分析4.入侵防禦系統、建置作業5.資安設備建置、維護、問題處理6.產品及相關資安基礎教育訓練.7.撰寫報告及簡報,2018-04-17
軟體工程師(RD1)1,凌群電腦股份有限公司,台北市萬華區峨眉街115號6樓,http://www.104.com.tw/job/?jobno=4qjzw&jobsource=n104bank1,開發資料庫核心功能,2018-06-07
資深軟體工程師,紅谷資訊股份有限公司_愛評網,台北市松山區南京東路5段356號11樓之1,http://www.104.com.tw/job/?jobno=2a58m&jobsource=n104bank1,工作職責：1. 系統架構設計與開發。2. 既有應用系統的優化設計與執行。3. 新技術測試評估與導入。4. 技術知識庫規劃與建置。 技術經歷與相關要求：1. 5年以上 Web Application System開發經驗2. 熟悉 PHP程式語言3. 熟悉 MySQL資料庫4. 熟悉 物件導向設計開發5. 具 Web Framework開發經驗6. 具 Git版本控管經驗7. 具使用 NoSQL資料庫經驗8. 具 RESTful API開發經驗9. 具 Unix-like基本指令操作經驗10. 願意主動學習並重視團隊合作 加分題如下：1. 具 Java Web開發經驗佳。2. 具 Cucumber使用經驗佳。3. 具敏捷軟體開發經驗佳。4. 具 Pair Programming經驗佳。 我們是往敏捷文化前進的一群人，試著以跨職能團隊合作方式 來進行產品開發及運營。我們需要你可以勇於面對無法抗拒的改變，並且有效掌控。我們需要你可以發現真正的問題點，並且有效解決。我們需要你樂於團隊合作、互動。 我們非常歡迎你一起來腦洞大開 *********愛評為全台最有影響力的食玩生活平台，旗下有「愛評網」及 Mobile APP「愛評生活通」、「愛吃閃購」、「愛評開店通」，除了提供全台網友吃喝玩樂的各種資訊，也透過各種服務的結合，真正實現 O2O虛實整合。● 我們建置 O2O相關服務系統，包含 食玩資訊即時搜尋、優惠餐券服務、店家服務平台..等等。● 我們建置 Android、iOS 雙平台 APP，持續發展具行動平台專屬特性之功能服務。,2018-06-01
軟體工程師 ( PHP ),紅谷資訊股份有限公司_愛評網,台北市松山區南京東路5段356號11樓之1,http://www.104.com.tw/job/?jobno=3vmi1&jobsource=n104bank1,工作職責：1. 新應用系統的程式開發。2. 既有應用系統的維護與優化。3. 技術知識庫建置。 技術經歷與相關要求：1. 2~3年 Web Application System開發經驗2. 熟悉 PHP程式語言3. 熟悉 MySQL資料庫4. 具 Web Framework開發經驗5. 具 Git版本控管經驗6. 具 Unix-like基本指令操作經驗7. 具 物件導向開發觀念8. 願意主動學習並重視團隊合作 加分題如下：1. 具使用 NoSQL資料庫經驗佳。2. 具 RESTful API開發經驗佳。3. 具 Unit Testing經驗佳。4. 具敏捷軟體開發經驗佳。 我們是往敏捷文化前進的一群人，試著以跨職能團隊合作方式 來進行產品開發及運營。我們需要你可以勇於面對無法抗拒的改變，並且有效掌控。我們需要你可以發現真正的問題點，並且有效解決。我們需要你樂於團隊合作、互動。 我們非常歡迎你一起來腦洞大開 *******************************************************愛評為全台最有影響力的食玩生活平台，旗下有「愛評網」及 Mobile APP「愛評生活通」、「愛吃閃購」、「愛評開店通」，除了提供全台網友吃喝玩樂的各種資訊，也透過各種服務的結合，真正實現 O2O虛實整合。● 我們建置 O2O相關服務系統，包含 食玩資訊即時搜尋、優惠餐券服務、店家服務平台... 等等。● 我們建置 Android、iOS 雙平台APP，持續發展具行動平台專屬特性之功能服務。,2018-06-01
網路工程師,精藤股份有限公司,台北市中山區中山北路二段61號11樓,http://www.104.com.tw/job/?jobno=4no1y&jobsource=n104bank1,精藤公司為【全家便利商店股份有限公司】之子公司，精藤做為集團資訊整合的中心，不但承擔著集團「系統整合」及Know-How彙整」的責任，同時也扮演了集團最堅強的技術發展領航者及實踐者。 而支援這團隊成長的背後，除了穩定成長的零售通路資訊發展需求以外，亦包含了精藤20年來不斷精進的程式開發技術以及重視團隊合作的組織文化。 在精藤，除了可以學習各項資訊系統規劃、開發、監控與維護（如：物流管理系統、帳務管理系統、商品管理系統，與情報分析系統......等數以百計的資訊系統，精藤皆自行開發與維護），更有完善的公司治理與開發標準，可做為所有資訊人員執行專案時的後盾。 除此之外，精藤近年來亦不斷追求更多新領域的發展，例如：雲端科技應用、大數據資料分析以及行動裝置管理技術等等，誠摯的歡迎所有對於零售流通有興趣的伙伴一同加入精藤的大家庭。 網路工程師職務說明如下：1. 網路(LAN、WAN)相關改善專案規劃及導入2. 防火牆、CISCO Switch、CISCO Router、LoadBalance、SAN Switch維護3. 規劃與管理防火牆、網路入侵檢測系統（NIDS）及入侵防護系統（IPS）4. 分析網路資料傳輸與網路安全架構等特性，以規劃和維護網際網路系統之正常運作5. 安裝、修改、偵錯各種網路安全系統，以防制網路駭客入侵特定網路6. 協助建置網路安全機制及落實資訊安全機制（如：ISO 27001） 此職缺需熟悉Switch、Router、Firewall、Loadbalance等網路設備之設定與管理，如有集團LAN與WAN規劃能力更佳。誠摯歡迎符合以上條件，且擁有2年以上網路設備管理相關工作經驗者加入。,2018-06-07
系統開發工程師(ASP.NET)_7307,和碩集團_和碩聯合科技股份有限公司,台北市北投區立功街96號,http://www.104.com.tw/job/?jobno=62rf1&jobsource=n104bank1,"1. 具備HTML, Java Script, CSS, XML,Ajax等技術，懂Jquery佳2.需具備良好的團隊合作及溝通能力(進行需求訪談與分析規劃)3.對於寫程式有熱誠4.相關應用技術的研究精神5.使用 .NET/JAVA/PHP/C?語言，懂物件導向分析與設計(OOAD), MVC架構尤佳6.資料庫使用 SQL/ORACLE 且若有用過 PL/SQL, ORACLE D2K、FORM、REPORT工具開發更佳開發以網路為基礎應用程式(Web-based application)系統架構規畫與資料庫設計(資料庫：Oracle、MSSQL )系統維運",2018-06-07
